"UPC","ISBN","EAN","FullTitle","PriceUSD","PriceCAD","PriceUK","NETPrice","NETPriced","SeriesName","SeriesNumber","SubTitle","CoverDescription","PrimaryFormatType","SecondaryFormatTypes","ProductCategory","TextNumber","VolumeTag","Description","InitialOrderDate","FOCDate","OnSaleDate","OriginalCatalogDate","PublisherName","ImprintName","Storyline","SeriesFrequency","MaxIssue","VariantNumber","VariantRatio","SeriesCode","SeriesType","ParentSeriesCode","SeriesFamily","PageCount","PrimaryContentType","IssueSort","BISAC1","BISAC1Description","BISAC2","BISAC2Description","BISAC3","BISAC3Description","Language","AgeRange","MediaRating","Adult","VariantMechanic","AlternateUPC","OrderRequirementCodes","OrderExceptionCodes","ExceedPercentage","EligibleCodes","PublisherCode","ContentItems","Reprint","Printing","WriterISNI","Writer","ArtistISNI","Artist","CoverArtistISNI","CoverArtist","ColoristISNI","Colorist","InkerISNI","Inker","EditorISNI","Editor","LettererISNI","Letterer","Contributor","CartonQuantity","UnitMeasurements","Unit Width","Unit Height","Unit Depth","Unit Weight","Case Weight","Case Length","Case Width","Case Height","StockCode","MonthCode","AlternateCode","OfferedAgain","Resolicited","FOCItem","DemandCheck","InitialOrderIncrement","ReOrderIncrement","BundleQuantity","BundleUPCs","SalesRestrictions","OrderFormNotes","CatalogPage","CatalogMonth","DiscountCode","ReorderDiscountCode","Returnable","ReturnWindow","ReturnType","ReturnQualifier","ReturnPercent","ImageUrl","ImageUpdateDate","SalesStatusCode","DistributorPublisherCode"
"75960621122700316","","","FANTASTIC FOUR #3 ARTHUR ADAMS HIDDEN GEM VARIANT","3.99","5.00","","","N","Fantastic Four","3","","","CB","","Comics","","","ONE WORLD UNDER DOOM! Doom's secret - and how he's been able to win so much, so often - has been revealed. But how do you best the no-win scenario? The Fantastic Four have an idea - but it'll take them to the frozen depths of Antarctica, deep into Doom's secret lair, where they'll face their greatest challenge yet. It's Doom vs. the Fantastic Four in a way you've never seen before...and to the winner goes the freedom of an entire planet!","","2025-08-18","2025-09-17","2025-07-01","Marvel","Marvel Universe","","","","13","1:50","28B","Ongoing","","","32","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","","","","","eng","","Rated T","","Ratio Variant","","","","","","","","","","0000000065555163","Ryan North","","Humberto Ramos","0000000109526170","Arthur Adams","","","","","","","","","","240","IMPERIAL","6.6250","10.1875","","0.2500","","","","","75960621122700316","","","N","N","Y","","","","","","","","","2025-07","BQM","BQM","N","","","","","","","IP","H6"
"75960621125845017","","","DOCTOR STRANGE #450 MIKE MIGNOLA HIDDEN GEM VARIANT","4.99","6.25","","","N","","50","","","CB","","Comics","","","As turmoil seizes Asgard, Doctor Strange's life is about to change forever. But as he stands on the threshold of a true journey into mystery, it turns out the past isn't quite done with him yet&hellip; Fan-favorite creators including Derek Landy, Christian Ward, Ashley Allen, and Ivan Fiorelli reveal untold tales of Stephen Strange's past while current scribe Derek Landy reveals a glimpse of the future to come - as Marvel celebrates 450 issues of DOCTOR STRANGE!","","2025-08-04","2025-09-03","2025-07-01","Marvel","Marvel Universe","","Once","","14","1:50","","One-Shot","","","32","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","","","","","eng","","Rated T+","","Ratio Variant","","","","","","","","","",";","Derek Landy;Christian Ward",";","Christian Ward;Ivan Fiorelli","0000000121424134","Mike Mignola","","","","","","","","","","200","IMPERIAL","6.6250","10.1875","","0.2500","","","","","75960621125845017","","","N","N","Y","","","","","","","","","2025-07","BQM","BQM","N","","","","","https://images.penguinrandomhouse.com/cover/d/75960621125845017","2025-06-17","IP","H6"
"75960621125845031","","","DOCTOR STRANGE #450 NETEASE GAMES MARVEL MYSTIC MAYHEM VARIANT","4.99","6.25","","","N","","50","","","CB","","Comics","","","As turmoil seizes Asgard, Doctor Strange's life is about to change forever. But as he stands on the threshold of a true journey into mystery, it turns out the past isn't quite done with him yet&hellip; Fan-favorite creators including Derek Landy, Christian Ward, Ashley Allen, and Ivan Fiorelli reveal untold tales of Stephen Strange's past while current scribe Derek Landy reveals a glimpse of the future to come - as Marvel celebrates 450 issues of DOCTOR STRANGE!","","2025-08-04","2025-09-03","2025-07-01","Marvel","Marvel Universe","","Once","","2","","","One-Shot","","","32","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","","","","","eng","","Rated T+","","Open Order","","","","","","","","","",";","Derek Landy;Christian Ward",";","Christian Ward;Ivan Fiorelli","","NetEase Games","","","","","","","","","","200","IMPERIAL","6.6250","10.1875","","0.2500","","","","","75960621125845031","","","N","N","Y","","","","","","","","","2025-07","BQM","BQM","N","","","","","","","IP","H6"
"75960621132600117","","","STAR WARS: BOBA FETT - BLACK, WHITE & RED #1 LEINIL YU VARIANT","5.99","7.50","","","N","","1","","","CB","","Comics","","","""THE IMPOSSIBLE JOB"" BOBA FETT finds himself trapped in a situation he seemingly can't get out of! The EMPIRE and an extreme REBEL faction are after the same bounty! Fett needs to track down a deadly individual who has played both sides, and - to make things even more impossible - his target is hiding out in a volatile volcanic system!","","2025-08-18","2025-09-17","2025-07-01","Marvel","Licensed Publishing","","Irregular","","14","1:25","","Limited Series","","","40","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","","","","","eng","","Rated T","","Ratio Variant","","","","","","","","","","0000000059600300","Benjamin Percy","","Chris Allen","","Leinil Yu","","","","","","","","","","160","IMPERIAL","6.6250","10.1875","","0.2500","","","","","75960621132600117","","","N","N","Y","","","","","","","","","2025-07","BQM","BQM","N","","","","","https://images.penguinrandomhouse.com/cover/d/75960621132600117","2025-05-30","IP","H6"
"75960621132600121","","","STAR WARS: BOBA FETT - BLACK, WHITE & RED #1 JOSEMARIA CASANOVAS VARIANT","5.99","7.50","","","N","","1","","","CB","","Comics","","","""THE IMPOSSIBLE JOB"" BOBA FETT finds himself trapped in a situation he seemingly can't get out of! The EMPIRE and an extreme REBEL faction are after the same bounty! Fett needs to track down a deadly individual who has played both sides, and - to make things even more impossible - his target is hiding out in a volatile volcanic system!","","2025-08-18","2025-09-17","2025-07-01","Marvel","Licensed Publishing","","Irregular","","1","","","Limited Series","","","40","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","","","","","eng","","Rated T","","Open Order","","","","","","","","","","0000000059600300","Benjamin Percy","","Chris Allen","","Josemaria Casanovas","","","","","","","","","","160","IMPERIAL","6.6250","10.1875","","0.2500","","","","","75960621132600121","","","N","N","Y","","","","","","","","","2025-07","BQM","BQM","N","","","","","https://images.penguinrandomhouse.com/cover/d/75960621132600121","2025-05-30","IP","H6"
"75960621145600411","","","NEW AVENGERS #4","3.99","5.00","","","N","New Avengers","4","","","CB","","Comics","","","DOUBLE TROUBLE! The team is tested when the Killuminati turn one of their own against them! As Namor struggles to break free of his dark double's control, the New Avengers struggle to survive his onslaught! Meanwhil,e a diabolical duplicate of Reed Richards sets his twisted plan into motion…","","2025-08-18","2025-09-17","2025-07-01","Marvel","Marvel Universe","","","","0","","28J","Ongoing","","","32","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","","","","","eng","","Rated T+","","Primary Title","","","","","","","","","","","Sam Humphries","","Tiago Palma","","Stephen Segovia","","","","","","","","","","240","IMPERIAL","6.6250","10.1875","","0.2500","","","","","75960621145600411","","","N","N","Y","","","","","","","","","2025-07","BQM","BQM","N","","","","","https://images.penguinrandomhouse.com/cover/d/75960621145600411","2025-05-30","IP","H6"
"75960621152400231","","","UNCLE SCROOGE: EARTH'S MIGHTIEST DUCK #2 PACO MEDINA VARIANT","3.99","5.00","","","N","UNCLE SCROOGE: EARTH'S MIGHTIEST DUCK","2","","","CB","","Comics","","","Earth has been overrun by evil aliens, but from the ashes, a rebellion rises. A ragtag band of freedom fighters whose fearsome howl strikes fear in the hearts of their overlords. The war cry of the Woodchuck. Meanwhile, Scrooge McDuck fights to preserve his own mind and memories, a battle that sees him revisiting the greatest adventures of his life.","","2025-08-18","2025-09-17","2025-07-01","Marvel","Licensed Publishing","","Irregular","","2","","323","Limited Series","","","32","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","","","","","eng","","All Ages","","Open Order","","","","","","","","","","0000000117782799","Jason Aaron",";","Ario Anindito;Marvel Various","000000011689975X","Paco Medina","","","","","","","","","","240","IMPERIAL","6.6250","10.1875","","0.2500","","","","","75960621152400231","","","N","N","Y","","","","","","","","","2025-07","BQM","BQM","N","","","","","https://images.penguinrandomhouse.com/cover/d/75960621152400231","2025-06-17","IP","H6"
"75960621192000416","","","SPIDER-GIRL #4 ALEX ROSS TIMELESS VIRGIN SKETCH VARIANT","3.99","5.00","","","N","SPIDER-GIRL","4","","","CB","","Comics","","","POWER VS. RESPONSIBILITY! Tombstone's acquired a new weapon to maintain control over his criminal empire - and he wants Spider-Girl to pilot it! Spider-Girl must decide what kind of superhuman she wants to be - and if she can let another hero fall to save herself.","","2025-08-25","2025-09-24","2025-07-01","Marvel","Marvel Universe","","","","13","1:100","LRK","Ongoing","","","32","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","","","","","eng","","Rated T","","Ratio Variant","","","","","","","","","","","Torunn Gronbekk","","Andre Risso","0000000110708780","Alex Ross","","","","","","","","","","240","IMPERIAL","6.6250","10.1875","","0.2500","","","","","75960621192000416","","","N","N","Y","","","","","","","","","2025-07","BQM","BQM","N","","","","","","","IP","H6"
"75960621193700151","","","AMAZING SPIDER-MAN: TORN #1 JAVIER GARRON VARIANT","4.99","6.25","","","N","","1","","","CB","","Comics","","","","","2025-08-25","2025-10-08","2025-07-01","Marvel","Marvel Universe","","Irregular","","4","","","Limited Series","","","32","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","","","","","eng","","Rated T","","Open Order","","","","","","","","","","0000000110328163","J. Michael Straczynski","","Pere Perez","","Javier Garron","","","","","","","","","","200","IMPERIAL","6.6250","10.1875","","0.2500","","","","","75960621193700151","","","N","N","Y","","","","","","","","","2025-07","BQM","BQM","N","","","","","","","IP","H6"
"75960621213200431","","","ULTIMATE SPIDER-MAN: INCURSION #4 ANAND RAMCHERON VARIANT","4.99","6.25","","","N","ULTIMATE SPIDER-MAN: INCURSION","4","","","CB","","Comics","","","MILES MORALES IN THE EURASIAN REPUBLIC! Miles continues his quest for Billie, even though the Maker's Council foils him at every step! What will happen when he runs into the Council's most ruthless rulers - Magik, Colossus and Omega Red? And what is the Council REALLY after with the Maker's card, anyway?! Don't miss the penultimate issue leading up to our climactic finale!","","2025-08-11","2025-09-10","2025-07-01","Marvel","Ultimate Universe","","Irregular","","2","","USI","Limited Series","","","32","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","","","","","eng","","Rated T+","","Open Order","","","","","","","","","",";","Deniz Camp;Cody Ziglar","0000000499685782","Jonas Scharf","","Anand Ramcheron","","","","","","","","","","200","IMPERIAL","6.6250","10.1875","","0.2500","","","","","75960621213200431","","","N","N","Y","","","","","","","","","2025-07","BQM","BQM","N","","","","","","","IP","H6"
"75960621324500161","","","BATTLEWORLD #1 NICK BRADSHAW 5-PART WRAPAROUND CONNECTING VARIANT A","4.99","6.25","","","N","","1","","","CB","","Comics","","","THE BATTLEWORLD FROM SECRET WARS RETURNS! ""SLAY YOUR ENEMIES, PROVE YOUR WORTH AND ALL YOU DESIRE SHALL BE YOURS IN THE WORLD TO COME!"" Heroes from across the Multiverse are thrown together on a patchwork world to engage in their own Secret Wars for the survival of their timelines! Who or what has created this Battleworld, and for what nefarious purpose? Enter Maestro. Is he friend, or foe?","","2025-08-11","2025-09-24","2025-07-01","Marvel","Marvel Universe","","Irregular","","5","","","Limited Series","","","32","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","","","","","eng","","Rated T+","","Open Order","","","","","","","","","","0000000110516586","Christos Gage","0000000113365832","Marcus To","","Nick Bradshaw","","","","","","","","","","200","IMPERIAL","6.6250","10.1875","","0.2500","","","","","75960621324500161","","","N","N","Y","","","","","","","","","2025-07","BQM","BQM","N","","","","","https://images.penguinrandomhouse.com/cover/d/75960621324500161","2025-05-30","IP","H6"
"75960621330625016","","","VENOM #250 JEEHYUNG LEE VIRGIN VARIANT","7.99","10.00","","","N","","250","","","CB","","Comics","","","","","2025-08-18","2025-10-01","2025-07-01","Marvel","Marvel Universe","","","","13","1:100","","Ongoing","","","56","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","","","","","eng","","Rated T+","","Ratio Variant","","","","","","","","","",";0000000071675751","Al Ewing;Charles Soule",";","Terry Dodson;Carlos Gomez","","Jeehyung Lee","","","","","","","","","","110","IMPERIAL","6.6250","10.1875","","0.2500","","","","","75960621330625016","","","N","N","Y","","","","","","","","","2025-07","BQM","BQM","N","","","","","","","IP","H6"
"75960621330625051","","","VENOM #250 TBD ARTIST VARIANT","7.99","10.00","","","N","","250","","","CB","","Comics","","","","","2025-08-18","2025-10-01","2025-07-01","Marvel","Marvel Universe","","","","4","","","Ongoing","","","56","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","","","","","eng","","Rated T+","","Open Order","","","","","","","","","",";0000000071675751","Al Ewing;Charles Soule",";","Terry Dodson;Carlos Gomez","","TBA","","","","","","","","","","110","IMPERIAL","6.6250","10.1875","","0.2500","","","","","75960621330625051","","","N","N","Y","","","","","","","","","2025-07","BQM","BQM","N","","","","","","","IP","H6"
"75960621337500121","","","ULTIMATE HAWKEYE #1 CARMEN CARNERO FOIL VARIANT","5.99","7.50","","","N","ULTIMATE HAWKEYE","1","","","CB","","Comics","","","ULTIMATE HAWKEYE STARS IN THEIR OWN SOLO ADVENTURE! Spinning out of THE ULTIMATES, breakout hit character HAWKEYE goes on a covert solo op that will have a massive impact on the future of the Ultimate Universe!","","2025-08-11","2025-09-24","2025-06-01","Marvel","Marvel Universe","","Once","","1","","322","One-Shot","","","32","","","CGN004080","Comics & Graphic Novels - Superheroes (See Also Fiction - Superheroes)","","","","","eng","","Rated T+","","Open Order","","","","","","","","","",";0000000121974224;","Deniz Camp;Taboo;B. EARL","","Juan Frigeri","","Carmen Carnero","","","","","","","","","","170","IMPERIAL","6.6250","10.1875","","0.2500","","","","","75960621337500121","","","N","N","Y","","","","","","","","","2025-06","BYC","BYC","N","","","","","","","IP","H6"
